ID,Nombre (Español),Músculo,Equipamiento,Fase Inicial Prompt,Fase Final Prompt
"plancha_frontal","Plancha frontal","Abdomen/Core","peso_corporal","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, in the starting relaxed stretch phase of plancha frontal. The rectus abdominis (core) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, at the peak contraction finish phase of plancha frontal, squeezing the target muscles. The rectus abdominis (core) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"plancha_toque_hombro","Plancha con toque de hombro","Abdomen/Core","peso_corporal","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, in the starting relaxed stretch phase of plancha con toque de hombro. The rectus abdominis (core) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, at the peak contraction finish phase of plancha con toque de hombro, squeezing the target muscles. The rectus abdominis (core) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"dead_bug","Dead bug","Abdomen/Core","peso_corporal","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, in the starting relaxed stretch phase of dead bug. The rectus abdominis (core) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, at the peak contraction finish phase of dead bug, squeezing the target muscles. The rectus abdominis (core) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"bird_dog","Bird dog","Abdomen/Core","peso_corporal","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, in the starting relaxed stretch phase of bird dog. The rectus abdominis (core) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, at the peak contraction finish phase of bird dog, squeezing the target muscles. The rectus abdominis (core) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"hollow_hold","Hollow hold","Abdomen/Core","peso_corporal","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, in the starting relaxed stretch phase of hollow hold. The rectus abdominis (core) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, at the peak contraction finish phase of hollow hold, squeezing the target muscles. The rectus abdominis (core) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"ab_wheel_rollout","Ab wheel rollout","Abdomen/Core","peso_corporal","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, in the starting relaxed stretch phase of ab wheel rollout. The rectus abdominis (core) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, at the peak contraction finish phase of ab wheel rollout, squeezing the target muscles. The rectus abdominis (core) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"mountain_climbers","Mountain climbers","Abdomen/Core","peso_corporal","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, in the starting relaxed stretch phase of mountain climbers. The rectus abdominis (core) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, at the peak contraction finish phase of mountain climbers, squeezing the target muscles. The rectus abdominis (core) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"bear_crawl","Bear crawl","Abdomen/Core","peso_corporal","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, in the starting relaxed stretch phase of bear crawl. The rectus abdominis (core) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, at the peak contraction finish phase of bear crawl, squeezing the target muscles. The rectus abdominis (core) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"hip_thrust_barra","Hip thrust con barra","Glúteos","barra","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, holding a barbell in the starting relaxed stretch phase of hip thrust con barra. The gluteus maximus muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, holding a barbell at the peak contraction finish phase of hip thrust con barra, squeezing the muscles tightly. The gluteus maximus muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"hip_thrust_maquina","Hip thrust en máquina","Glúteos","maquina","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, seated or positioned in a exercise machine, in the starting relaxed stretch phase of hip thrust en máquina. The gluteus maximus muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, positioned in a exercise machine at the peak contraction finish phase of hip thrust en máquina, squeezing the target muscles. The gluteus maximus muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"puente_gluteos","Puente de glúteos","Glúteos","peso_corporal","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, in the starting relaxed stretch phase of puente de glúteos. The gluteus maximus muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, at the peak contraction finish phase of puente de glúteos, squeezing the target muscles. The gluteus maximus muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"peso_muerto_rumano_gluteos","Peso muerto rumano","Glúteos","barra","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding a barbell in the starting relaxed stretch phase of peso muerto rumano. The gluteus maximus muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding a barbell at the peak contraction finish phase of peso muerto rumano, squeezing the muscles tightly. The gluteus maximus muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"peso_muerto_sumo_gluteos","Peso muerto sumo","Glúteos","barra","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding a barbell in the starting relaxed stretch phase of peso muerto sumo. The gluteus maximus muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding a barbell at the peak contraction finish phase of peso muerto sumo, squeezing the muscles tightly. The gluteus maximus muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"sentadilla_profunda","Sentadilla profunda","Glúteos","barra","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, holding a barbell in the starting relaxed stretch phase of sentadilla profunda. The gluteus maximus muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, holding a barbell at the peak contraction finish phase of sentadilla profunda, squeezing the muscles tightly. The gluteus maximus muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"prensa_pies_altos","Prensa con pies altos","Glúteos","maquina","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, seated or positioned in a exercise machine, in the starting relaxed stretch phase of prensa con pies altos. The gluteus maximus muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, positioned in a exercise machine at the peak contraction finish phase of prensa con pies altos, squeezing the target muscles. The gluteus maximus muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"patada_gluteo_maquina","Patada de glúteo en máquina","Glúteos","maquina","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, seated or positioned in a exercise machine, in the starting relaxed stretch phase of patada de glúteo en máquina. The gluteus maximus muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, positioned in a exercise machine at the peak contraction finish phase of patada de glúteo en máquina, squeezing the target muscles. The gluteus maximus muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"abduccion_maquina_gluteos","Abducción en máquina","Glúteos","maquina","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, seated or positioned in a exercise machine, in the starting relaxed stretch phase of abducción en máquina. The gluteus maximus muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, positioned in a exercise machine at the peak contraction finish phase of abducción en máquina, squeezing the target muscles. The gluteus maximus muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"abduccion_polea_gluteos","Abducción en polea","Glúteos","poleas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding the cable pulley attachment in the starting relaxed stretch phase of abducción en polea. The gluteus maximus muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding the cable pulley attachment at the peak contraction finish phase of abducción en polea, squeezing the muscles tightly. The gluteus maximus muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"caminata_lateral_banda","Caminata lateral con banda","Glúteos","bandas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, in the starting relaxed stretch phase of caminata lateral con banda. The gluteus maximus muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, at the peak contraction finish phase of caminata lateral con banda, squeezing the target muscles. The gluteus maximus muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"monster_walks_gluteos","Monster walks","Glúteos","bandas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, in the starting relaxed stretch phase of monster walks. The gluteus maximus muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, at the peak contraction finish phase of monster walks, squeezing the target muscles. The gluteus maximus muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"clamshell_gluteos","Clamshell","Glúteos","peso_corporal","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, in the starting relaxed stretch phase of clamshell. The gluteus maximus muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, at the peak contraction finish phase of clamshell, squeezing the target muscles. The gluteus maximus muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"bulgarian_split_squat_gluteos","Bulgarian split squat","Glúteos","mancuernas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, holding dumbbells in the starting relaxed stretch phase of bulgarian split squat. The gluteus maximus muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, holding dumbbells at the peak contraction finish phase of bulgarian split squat, squeezing the muscles tightly. The gluteus maximus muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"step_up_gluteos","Step-up","Glúteos","mancuernas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells in the starting relaxed stretch phase of step-up. The gluteus maximus muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells at the peak contraction finish phase of step-up, squeezing the muscles tightly. The gluteus maximus muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"zancada_caminando_gluteos","Zancada caminando","Glúteos","mancuernas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, holding dumbbells in the starting relaxed stretch phase of zancada caminando. The gluteus maximus muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, holding dumbbells at the peak contraction finish phase of zancada caminando, squeezing the muscles tightly. The gluteus maximus muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"zancada_inversa_gluteos","Zancada inversa","Glúteos","mancuernas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, holding dumbbells in the starting relaxed stretch phase of zancada inversa. The gluteus maximus muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, holding dumbbells at the peak contraction finish phase of zancada inversa, squeezing the muscles tightly. The gluteus maximus muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"single_leg_rdl_gluteos","Single-leg Romanian deadlift","Glúteos","mancuernas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, holding dumbbells in the starting relaxed stretch phase of single-leg romanian deadlift. The gluteus maximus muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, holding dumbbells at the peak contraction finish phase of single-leg romanian deadlift, squeezing the muscles tightly. The gluteus maximus muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"pull_through_polea","Pull-through en polea","Glúteos","poleas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding the cable pulley attachment in the starting relaxed stretch phase of pull-through en polea. The gluteus maximus muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding the cable pulley attachment at the peak contraction finish phase of pull-through en polea, squeezing the muscles tightly. The gluteus maximus muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
